x-axis,VC,VIN
second,Volt,Volt
+75.7000E-06,-249.2187537E-03,-497.3437576E-03
+75.8000E-06,-252.7343788E-03,-497.3437576E-03
+75.9000E-06,-255.8593788E-03,-497.7343826E-03
+76.0000E-06,-259.7656289E-03,-497.3437576E-03
+76.1000E-06,-262.1093789E-03,-496.9531326E-03
+76.2000E-06,-265.6250040E-03,-497.3437576E-03
+76.3000E-06,-270.7031290E-03,-500.0781326E-03
+76.4000E-06,-274.2187541E-03,-500.0781326E-03
+76.5000E-06,-275.7812541E-03,-497.7343826E-03
+76.6000E-06,-276.1718791E-03,-496.1718826E-03
+76.7000E-06,-279.2968792E-03,-496.5625076E-03
+76.8000E-06,-282.0312542E-03,-496.9531326E-03
+76.9000E-06,-285.5468793E-03,-498.1250076E-03
+77.0000E-06,-289.0625043E-03,-498.1250076E-03
+77.1000E-06,-291.4062543E-03,-497.7343826E-03
+77.2000E-06,-292.9687544E-03,-496.5625076E-03
+77.3000E-06,-296.4843794E-03,-497.3437576E-03
+77.4000E-06,-300.0000045E-03,-498.9062576E-03
+77.5000E-06,-304.6875045E-03,-500.8593826E-03
+77.6000E-06,-307.8125046E-03,-501.2500077E-03
+77.7000E-06,-308.2031296E-03,-498.5156326E-03
+77.8000E-06,-308.5937546E-03,-496.5625076E-03
+77.9000E-06,-310.1562546E-03,-495.7812576E-03
+78.0000E-06,-312.8906297E-03,-497.3437576E-03
+78.1000E-06,-316.0156297E-03,-498.5156326E-03
+78.2000E-06,-319.5312548E-03,-499.2968826E-03
+78.3000E-06,-322.2656298E-03,-499.2968826E-03
+78.4000E-06,-324.2187548E-03,-498.5156326E-03
+78.5000E-06,-325.7812549E-03,-497.3437576E-03
+78.6000E-06,-328.1250049E-03,-497.7343826E-03
+78.7000E-06,-331.2500049E-03,-498.9062576E-03
+78.8000E-06,-333.9843800E-03,-499.6875076E-03
+78.9000E-06,-336.3281300E-03,-500.0781326E-03
+79.0000E-06,-338.2812550E-03,-498.9062576E-03
+79.1000E-06,-339.8437551E-03,-498.9062576E-03
+79.2000E-06,-342.1875051E-03,-498.9062576E-03
+79.3000E-06,-344.1406301E-03,-498.9062576E-03
+79.4000E-06,,
